
Sample,Date,GMT,Air/Ground,Altitude,Airspeed,FLT Number,Flap Handle-Pos,Flap Posn-L,Flap Posn-R,FlapSkew 1 Pos,FlapSkew 2 Pos,FlapSkew 3 Pos,FlapSkew 4 Pos,FlapSkew 5 Pos,FlapSkew 6 Pos,FlapSkew 7 Pos,FlapSkew 8 Pos,FlapsSkew 1to8 ,FlapsSkew 2to7 ,FlapsSkew 3to6 ,FlapsSkew 4to5 ,
3395,03:24,14:31:30,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3396,03:24,14:31:31,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3397,03:24,14:31:32,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3398,03:24,14:31:33,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3399,03:24,14:31:34,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3400,03:24,14:31:35,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3401,03:24,14:31:36,ground,153.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3402,03:24,14:31:37,ground,152.0,45.0,,0.0,,0.0,-157,,,,,,,,normal,normal,normal,normal,
3403,03:24,14:31:38,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3404,03:24,14:31:39,ground,152.0,45.0,,0.0,,0.0,,,22,,,,,,normal,normal,normal,normal,
3405,03:24,14:31:40,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3406,03:24,14:31:41,ground,152.0,45.0,,0.0,,0.0,,,,,,,,-163,normal,normal,normal,normal,
3407,03:24,14:31:42,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3408,03:24,14:31:43,ground,153.0,45.0,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
3409,03:24,14:31:44,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3410,03:24,14:31:45,ground,152.0,45.0,,0.0,,0.0,,-62,,,,,,,normal,normal,normal,normal,
3411,03:24,14:31:46,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3412,03:24,14:31:47,ground,152.0,45.0,,0.0,,0.0,,,,-51,,,,,normal,normal,normal,normal,
3413,03:24,14:31:48,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3414,03:24,14:31:49,ground,152.0,45.0,,0.0,,0.0,,,,,,,-55,,normal,normal,normal,normal,
3415,03:24,14:31:50,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3416,03:24,14:31:51,ground,152.0,45.0,,0.0,,0.0,,,,,-57,,,,normal,normal,normal,normal,
3417,03:24,14:31:52,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3418,03:24,14:31:53,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3419,03:24,14:31:54,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3420,03:24,14:31:55,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3421,03:24,14:31:56,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3422,03:24,14:31:57,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3423,03:24,14:31:58,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3424,03:24,14:31:59,ground,152.0,45.0,????????,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3425,03:24,14:32:00,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3426,03:24,14:32:01,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3427,03:24,14:32:02,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3428,03:24,14:32:03,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3429,03:24,14:32:04,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3430,03:24,14:32:05,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3431,03:24,14:32:06,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3432,03:24,14:32:07,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3433,03:24,14:32:08,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3434,03:24,14:32:09,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3435,03:24,14:32:10,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3436,03:24,14:32:11,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3437,03:24,14:32:12,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3438,03:24,14:32:13,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3439,03:24,14:32:14,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3440,03:24,14:32:15,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3441,03:24,14:32:16,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3442,03:24,14:32:17,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3443,03:24,14:32:18,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3444,03:24,14:32:19,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3445,03:24,14:32:20,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3446,03:24,14:32:21,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3447,03:24,14:32:22,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3448,03:24,14:32:23,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3449,03:24,14:32:24,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3450,03:24,14:32:25,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3451,03:24,14:32:26,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3452,03:24,14:32:27,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3453,03:24,14:32:28,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3454,03:24,14:32:29,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3455,03:24,14:32:30,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3456,03:24,14:32:31,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3457,03:24,14:32:32,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3458,03:24,14:32:33,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3459,03:24,14:32:34,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3460,03:24,14:32:35,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3461,03:24,14:32:36,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3462,03:24,14:32:37,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3463,03:24,14:32:38,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3464,03:24,14:32:39,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3465,03:24,14:32:40,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3466,03:24,14:32:41,ground,151.0,45.0,,0.0,,0.0,-157,,,,,,,,normal,normal,normal,normal,
3467,03:24,14:32:42,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3468,03:24,14:32:43,ground,151.0,45.0,,0.0,,0.0,,,22,,,,,,normal,normal,normal,normal,
3469,03:24,14:32:44,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3470,03:24,14:32:45,ground,151.0,45.0,,0.0,,0.0,,,,,,,,-163,normal,normal,normal,normal,
3471,03:24,14:32:46,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3472,03:24,14:32:47,ground,151.0,45.0,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
3473,03:24,14:32:48,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3474,03:24,14:32:49,ground,151.0,45.0,,0.0,,0.0,,-62,,,,,,,normal,normal,normal,normal,
3475,03:24,14:32:50,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3476,03:24,14:32:51,ground,150.0,45.0,,0.0,,0.0,,,,-51,,,,,normal,normal,normal,normal,
3477,03:24,14:32:52,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3478,03:24,14:32:53,ground,150.0,45.0,,0.0,,0.0,,,,,,,-55,,normal,normal,normal,normal,
3479,03:24,14:32:54,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3480,03:24,14:32:55,ground,150.0,45.0,,0.0,,0.0,,,,,-57,,,,normal,normal,normal,normal,
3481,03:24,14:32:56,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3482,03:24,14:32:57,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3483,03:24,14:32:58,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3484,03:24,14:32:59,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3485,03:24,14:33:00,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3486,03:24,14:33:01,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3487,03:24,14:33:02,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3488,03:24,14:33:03,ground,151.0,45.0,????????,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3489,03:24,14:33:04,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3490,03:24,14:33:05,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3491,03:24,14:33:06,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3492,03:24,14:33:07,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3493,03:24,14:33:08,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3494,03:24,14:33:09,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3495,03:24,14:33:10,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3496,03:24,14:33:11,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3497,03:24,14:33:12,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3498,03:24,14:33:13,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3499,03:24,14:33:14,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3500,03:24,14:33:15,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3501,03:24,14:33:16,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3502,03:24,14:33:17,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3503,03:24,14:33:18,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3504,03:24,14:33:19,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3505,03:24,14:33:20,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3506,03:24,14:33:21,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3507,03:24,14:33:22,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3508,03:24,14:33:23,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3509,03:24,14:33:24,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3510,03:24,14:33:25,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3511,03:24,14:33:26,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3512,03:24,14:33:27,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3513,03:24,14:33:28,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3514,03:24,14:33:29,ground,153.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3515,03:24,14:33:30,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3516,03:24,14:33:31,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3517,03:24,14:33:32,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3518,03:24,14:33:33,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3519,03:24,14:33:34,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3520,03:24,14:33:35,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3521,03:24,14:33:36,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3522,03:24,14:33:37,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3523,03:24,14:33:38,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3524,03:24,14:33:39,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3525,03:24,14:33:40,ground,153.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3526,03:24,14:33:41,ground,153.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3527,03:24,14:33:42,ground,154.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3528,03:24,14:33:43,ground,154.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3529,03:24,14:33:44,ground,154.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3530,03:24,14:33:45,ground,153.0,45.0,,0.0,,0.0,-157,,,,,,,,normal,normal,normal,normal,
3531,03:24,14:33:46,ground,153.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3532,03:24,14:33:47,ground,154.0,45.0,,0.0,,0.0,,,22,,,,,,normal,normal,normal,normal,
3533,03:24,14:33:48,ground,154.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3534,03:24,14:33:49,ground,155.0,45.0,,0.0,,0.0,,,,,,,,-163,normal,normal,normal,normal,
3535,03:24,14:33:50,ground,155.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3536,03:24,14:33:51,ground,155.0,45.0,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
3537,03:24,14:33:52,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3538,03:24,14:33:53,ground,156.0,45.0,,0.0,,0.0,,-62,,,,,,,normal,normal,normal,normal,
3539,03:24,14:33:54,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3540,03:24,14:33:55,ground,156.0,45.0,,0.0,,0.0,,,,-51,,,,,normal,normal,normal,normal,
3541,03:24,14:33:56,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3542,03:24,14:33:57,ground,156.0,45.0,,0.0,,0.0,,,,,,,-55,,normal,normal,normal,normal,
3543,03:24,14:33:58,ground,157.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3544,03:24,14:33:59,ground,157.0,45.0,,0.0,,0.0,,,,,-57,,,,normal,normal,normal,normal,
3545,03:24,14:34:00,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3546,03:24,14:34:01,ground,157.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3547,03:24,14:34:02,ground,158.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3548,03:24,14:34:03,ground,159.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3549,03:24,14:34:04,ground,159.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3550,03:24,14:34:05,ground,159.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3551,03:24,14:34:06,ground,159.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3552,03:24,14:34:07,ground,160.0,45.0,????????,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3553,03:24,14:34:08,ground,160.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3554,03:24,14:34:09,ground,160.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3555,03:24,14:34:10,ground,160.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3556,03:24,14:34:11,ground,160.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3557,03:24,14:34:12,ground,160.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3558,03:24,14:34:13,ground,161.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3559,03:24,14:34:14,ground,161.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3560,03:24,14:34:15,ground,161.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3561,03:24,14:34:16,ground,161.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3562,03:24,14:34:17,ground,161.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3563,03:24,14:34:18,ground,162.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3564,03:24,14:34:19,ground,162.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3565,03:24,14:34:20,ground,162.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3566,03:24,14:34:21,ground,163.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3567,03:24,14:34:22,ground,164.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3568,03:24,14:34:23,ground,163.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3569,03:24,14:34:24,ground,164.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3570,03:24,14:34:25,ground,164.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3571,03:24,14:34:26,ground,164.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3572,03:24,14:34:27,ground,164.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3573,03:24,14:34:28,ground,165.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3574,03:24,14:34:29,ground,165.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3575,03:24,14:34:30,ground,165.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3576,03:24,14:34:31,ground,165.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3577,03:24,14:34:32,ground,165.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3578,03:24,14:34:33,ground,166.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3579,03:24,14:34:34,ground,166.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3580,03:24,14:34:35,ground,166.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3581,03:24,14:34:36,ground,166.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3582,03:24,14:34:37,ground,166.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3583,03:24,14:34:38,ground,167.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3584,03:24,14:34:39,ground,166.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3585,03:24,14:34:40,ground,167.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3586,03:24,14:34:41,ground,167.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3587,03:24,14:34:42,ground,168.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3588,03:24,14:34:43,ground,168.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3589,03:24,14:34:44,ground,168.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3590,03:24,14:34:45,ground,169.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3591,03:24,14:34:46,ground,169.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3592,03:24,14:34:47,ground,169.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3593,03:24,14:34:48,ground,169.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3594,03:24,14:34:49,ground,169.0,45.0,,0.0,,0.0,-157,,,,,,,,normal,normal,normal,normal,
3595,03:24,14:34:50,ground,170.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3596,03:24,14:34:51,ground,169.0,45.0,,0.0,,0.0,,,22,,,,,,normal,normal,normal,normal,
3597,03:24,14:34:52,ground,168.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3598,03:24,14:34:53,ground,168.0,45.0,,0.0,,0.0,,,,,,,,-163,normal,normal,normal,normal,
3599,03:24,14:34:54,ground,167.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3600,03:24,14:34:55,ground,168.0,45.0,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
3601,03:24,14:34:56,ground,168.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3602,03:24,14:34:57,ground,168.0,45.0,,0.0,,0.0,,-62,,,,,,,normal,normal,normal,normal,
3603,03:24,14:34:58,ground,168.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3604,03:24,14:34:59,ground,168.0,45.0,,0.0,,0.0,,,,-51,,,,,normal,normal,normal,normal,
3605,03:24,14:35:00,ground,167.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3606,03:24,14:35:01,ground,167.0,45.0,,0.0,,0.0,,,,,,,-55,,normal,normal,normal,normal,
3607,03:24,14:35:02,ground,167.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3608,03:24,14:35:03,ground,166.0,45.0,,0.0,,0.0,,,,,-57,,,,normal,normal,normal,normal,
3609,03:24,14:35:04,ground,166.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3610,03:24,14:35:05,ground,166.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3611,03:24,14:35:06,ground,166.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3612,03:24,14:35:07,ground,165.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3613,03:24,14:35:08,ground,164.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3614,03:24,14:35:09,ground,164.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3615,03:24,14:35:10,ground,164.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3616,03:24,14:35:11,ground,163.0,45.0,????????,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3617,03:24,14:35:12,ground,163.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3618,03:24,14:35:13,ground,163.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3619,03:24,14:35:14,ground,162.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3620,03:24,14:35:15,ground,162.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3621,03:24,14:35:16,ground,163.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3622,03:24,14:35:17,ground,162.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3623,03:24,14:35:18,ground,162.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3624,03:24,14:35:19,ground,162.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3625,03:24,14:35:20,ground,162.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3626,03:24,14:35:21,ground,161.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3627,03:24,14:35:22,ground,160.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3628,03:24,14:35:23,ground,159.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3629,03:24,14:35:24,ground,159.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3630,03:24,14:35:25,ground,158.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3631,03:24,14:35:26,ground,158.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3632,03:24,14:35:27,ground,157.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3633,03:24,14:35:28,ground,157.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3634,03:24,14:35:29,ground,157.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3635,03:24,14:35:30,ground,157.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3636,03:24,14:35:31,ground,157.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3637,03:24,14:35:32,ground,157.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3638,03:24,14:35:33,ground,157.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3639,03:24,14:35:34,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3640,03:24,14:35:35,ground,156.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3641,03:24,14:35:36,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3642,03:24,14:35:37,ground,156.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3643,03:24,14:35:38,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
